FID;ENOTA;HS_MID;HS;HD;LABELA;UL_MID;NA_MID;OB_MID;PT_MID;PO_MID;D_OD;DV_OD;STATUS;Y_C;X_C;IDAGLO_KAN;IMEAGLO_KA;IDAGLO_VOD;IMEAGLO_VO
853;HS;11593330;11; ;11;16185205;10092752;11026826;21429392;10252652;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575949;170425;3064;Gornja Radgona;3064;Črešnjevci
854;HS;11593348;12; ;12;16185205;10092752;11026826;21429392;10252601;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575825;170426;3064;Gornja Radgona;3064;Črešnjevci
855;HS;11593356;13; ;13;16185205;10092752;11026826;21429392;10252652;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575925;170410;3064;Gornja Radgona;3064;Črešnjevci
856;HS;11593364;15; ;15;16185205;10092752;11026826;21429392;10252652;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575902;170385;3064;Gornja Radgona;0; 
857;HS;11593372;2; ;2;16185213;10092752;11026826;21429392;10253080;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576304;170067;3064;Gornja Radgona;3064;Črešnjevci
858;HS;11593399;3; ;3;16185213;10092752;11026826;21429392;10253071;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576258;170028;3064;Gornja Radgona;3064;Črešnjevci
859;HS;11593402;4; ;4;16185213;10092752;11026826;21429392;10253080;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576231;170058;3064;Gornja Radgona;3064;Črešnjevci
860;HS;11593429;5; ;5;16185213;10092752;11026826;21429392;10253071;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576224;170028;3064;Gornja Radgona;3064;Črešnjevci
861;HS;11593437;1; ;1;16185221;10092752;11026826;21429392;10253250;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575804;171030;3064;Gornja Radgona;3064;Črešnjevci
862;HS;11593453;3; ;3;16185221;10092752;11026826;21429392;10253250;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575762;170993;3064;Gornja Radgona;3064;Črešnjevci
863;HS;11590527;1; ;1;16184900;10092752;11026826;21429392;10252644;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576041;170954;3064;Gornja Radgona;3064;Črešnjevci
864;HS;11590535;2; ;2;16184900;10092752;11026826;21429392;10252644;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575991;170992;3064;Gornja Radgona;3064;Črešnjevci
865;HS;11590543;3; ;3;16184900;10092752;11026826;21429392;10252644;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575984;170901;3064;Gornja Radgona;3064;Črešnjevci
866;HS;11590551;4; ;4;16184900;10092752;11026826;21429392;10252644;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575962;170961;3064;Gornja Radgona;3064;Črešnjevci
867;HS;11606695;5;A;5A;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573632;170688;0; ;0; 
868;HS;11606725;6;A;6A;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573601;170587;0; ;0; 
869;HS;11606733;6;B;6B;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573569;170563;0; ;0; 
870;HS;11606741;6;C;6C;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573555;170544;0; ;0; 
871;HS;16354830;6;D;6D;16275905;10093031;11026826;21429392;10253306;1995-08-14 0:00:00;1996-01-15 0:00:00;V;573616;170610;0; ;0; 
872;HS;11606806;8; ;8;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573552;170505;0; ;0; 
873;HS;11606784;8;A;8A;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573531;170543;0; ;0; 
874;HS;11606792;8;B;8B;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573579;170504;0; ;0; 
875;HS;11606865;10; ;10;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573576;170314;0; ;0; 
876;HS;11606873;11;A;11A;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573357;170428;0; ;0; 
877;HS;11606911;12; ;12;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573276;170262;3351;Lomanoše;3351;Lomanoše
878;HS;11606890;12;A;12A;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573283;170328;3351;Lomanoše;3351;Lomanoše
879;HS;11606920;13; ;13;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573236;170258;3351;Lomanoše;3351;Lomanoše
880;HS;11606946;14; ;14;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573255;170228;3351;Lomanoše;3351;Lomanoše
881;HS;11606938;14;A;14A;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573243;170214;3351;Lomanoše;3351;Lomanoše
882;HS;11606954;15;A;15A;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573197;170172;3351;Lomanoše;3351;Lomanoše
883;HS;11606997;17; ;17;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573176;170124;3351;Lomanoše;3351;Lomanoše
884;HS;11607004;18; ;18;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573119;170156;3351;Lomanoše;3351;Lomanoše
885;HS;11607039;20; ;20;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573115;170080;3351;Lomanoše;0; 
886;HS;11614396;27; ;27;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577687;162614;0; ;0; 
887;HS;11614400;28; ;28;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577644;162720;0; ;0; 
888;HS;11614418;29; ;29;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577626;162815;0; ;0; 
889;HS;11614426;30; ;30;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577608;162846;0; ;0; 
890;HS;11614442;32; ;32;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577663;162954;0; ;0; 
891;HS;11614469;33; ;33;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577650;162981;0; ;0; 
892;HS;11614477;34; ;34;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577697;163016;0; ;0; 
893;HS;11614485;35; ;35;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577687;163058;0; ;0; 
894;HS;11614523;39;A;39A;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577739;163272;0; ;0; 
895;HS;11614558;40; ;40;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577662;163317;0; ;0; 
896;HS;11614574;41; ;41;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577620;163394;0; ;0; 
897;HS;11614566;41;A;41A;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577668;163447;0; ;0; 
898;HS;11614582;42; ;42;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577669;163527;0; ;0; 
899;HS;11614604;43; ;43;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577664;163589;0; ;0; 
900;HS;11614612;44; ;44;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577706;163568;0; ;0; 
901;HS;11614647;45; ;45;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577790;163516;0; ;0; 
902;HS;11614655;46; ;46;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577706;163611;0; ;0; 
903;HS;11614671;47; ;47;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577638;163668;0; ;0; 
904;HS;11614663;47;A;47A;16276049;10093171;11026826;21432237;10259371;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577677;163621;0; ;0; 
905;HS;11607055;22; ;22;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573036;170074;3351;Lomanoše;3351;Lomanoše
906;HS;11607063;23;A;23A;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573010;170108;3351;Lomanoše;3351;Lomanoše
907;HS;11607080;24; ;24;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572980;170072;3351;Lomanoše;3351;Lomanoše
908;HS;11607098;25; ;25;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573012;170028;3351;Lomanoše;3351;Lomanoše
909;HS;11607101;26; ;26;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572958;170076;3351;Lomanoše;3351;Lomanoše
910;HS;11607110;27; ;27;16275905;10093031;11026826;21429392;10253306;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572954;170029;3351;Lomanoše;3351;Lomanoše
911;HS;11619029;2; ;2;16276120;10093252;11026826;21429392;10253039;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574959;171266;0; ;0; 
912;HS;11619037;3; ;3;16276120;10093252;11026826;21429392;10253039;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574877;171325;0; ;3028;Podgrad
913;HS;11619053;5; ;5;16276120;10093252;11026826;21429392;10253039;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574822;171321;0; ;3028;Podgrad
914;HS;11619061;6; ;6;16276120;10093252;11026826;21429392;10253039;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574826;171295;0; ;0; 
915;HS;11619070;7; ;7;16276120;10093252;11026826;21429392;10253039;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574818;171294;0; ;0; 
916;HS;11619088;8; ;8;16276120;10093252;11026826;21429392;10253039;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574782;171318;0; ;0; 
917;HS;11619096;9; ;9;16276120;10093252;11026826;21429392;10253039;1995-01-01 0:00:00;1995-01-01 0:00:00;V;574794;171290;0; ;3028;Podgrad
918;HS;11615856;3; ;3;16276065;10093198;11026826;21429392;10256836;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577065;167240;0; ;0; 
919;HS;11615899;6;A;6A;16276065;10093198;11026826;21429392;10256836;1995-01-01 0:00:00;1995-01-01 0:00:00;V;577015;167285;0; ;0; 
920;HS;11615937;7; ;7;16276065;10093198;11026826;21429392;10256836;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576650;167120;0; ;0; 
921;HS;11615945;8; ;8;16276065;10093198;11026826;21429392;10256836;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576580;167023;0; ;0; 
922;HS;11579604;22; ;22;16275492;10092639;11026826;21429392;10252962;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572719;168352;0; ;0; 
923;HS;11579582;22;A;22A;16275492;10092639;11026826;21429392;10252962;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572689;168344;0; ;0; 
924;HS;11582001;4; ;4;16275565;10092698;11026826;21429392;10256844;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576575;169284;3064;Gornja Radgona;0; 
925;HS;11582010;5; ;5;16275565;10092698;11026826;21429392;10256844;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576494;169191;3064;Gornja Radgona;3064;Črešnjevci
926;HS;11582028;6; ;6;16275565;10092698;11026826;21429392;10256844;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576482;169295;3064;Gornja Radgona;3064;Črešnjevci
927;HS;11582036;7; ;7;16275565;10092698;11026826;21429392;10256844;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576422;169240;3064;Gornja Radgona;3064;Črešnjevci
928;HS;11582044;8; ;8;16275565;10092698;11026826;21429392;10256844;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576426;169375;3064;Gornja Radgona;3064;Črešnjevci
929;HS;11582079;11; ;11;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576333;169351;3064;Gornja Radgona;3064;Črešnjevci
930;HS;11582087;12; ;12;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576310;169325;3064;Gornja Radgona;3064;Črešnjevci
931;HS;11582095;13; ;13;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576285;169306;3064;Gornja Radgona;0; 
932;HS;11582117;14; ;14;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576371;169363;3064;Gornja Radgona;3064;Črešnjevci
933;HS;11582109;14;A;14A;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576378;169401;3064;Gornja Radgona;3064;Črešnjevci
934;HS;11582125;15; ;15;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576366;169335;3064;Gornja Radgona;3064;Črešnjevci
935;HS;11582141;17; ;17;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576335;169308;3064;Gornja Radgona;3064;Črešnjevci
936;HS;11582150;18; ;18;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576336;169287;3064;Gornja Radgona;3064;Črešnjevci
937;HS;11582168;19; ;19;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576361;169292;3064;Gornja Radgona;3064;Črešnjevci
938;HS;11582176;20; ;20;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576363;169270;3064;Gornja Radgona;3064;Črešnjevci
939;HS;11582184;21; ;21;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576336;169265;3064;Gornja Radgona;3064;Črešnjevci
940;HS;11582192;23; ;23;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576365;169248;3064;Gornja Radgona;3064;Črešnjevci
941;HS;11582206;24; ;24;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576371;169218;3064;Gornja Radgona;3064;Črešnjevci
942;HS;19119769;75;A;75A;16276464;10093619;11026826;21429392;10252857;1998-11-12 0:00:00;1998-11-12 0:00:00;V;574140;167988;0; ;0; 
943;HS;19135179;20; ;20;16275727;10092850;11026826;21432237;10255198;2013-08-07 0:00:00;2013-08-07 0:00:00;V;574591;164534;0; ;0; 
944;HS;11582214;25; ;25;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576339;169199;3064;Gornja Radgona;3064;Črešnjevci
945;HS;11582222;26; ;26;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576329;169176;3064;Gornja Radgona;3064;Črešnjevci
946;HS;11582249;27; ;27;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576369;169158;3064;Gornja Radgona;3064;Črešnjevci
947;HS;11582257;28; ;28;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576350;169135;3064;Gornja Radgona;3064;Črešnjevci
948;HS;11582265;29; ;29;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576361;169122;3064;Gornja Radgona;3064;Črešnjevci
949;HS;11582273;30; ;30;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576303;169172;3064;Gornja Radgona;3064;Črešnjevci
950;HS;11582281;31; ;31;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576308;169214;3064;Gornja Radgona;3064;Črešnjevci
951;HS;11582290;32; ;32;16275565;10092698;11026826;21429392;10252814;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576286;169194;3064;Gornja Radgona;3064;Črešnjevci
952;HS;11582303;33; ;33;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576120;169138;3064;Gornja Radgona;3064;Črešnjevci
953;HS;11582311;34; ;34;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576151;169139;3064;Gornja Radgona;3064;Črešnjevci
954;HS;11582338;36; ;36;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576245;169035;3064;Gornja Radgona;3064;Črešnjevci
955;HS;11582346;37; ;37;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576219;169019;3064;Gornja Radgona;3064;Črešnjevci
956;HS;11582354;38; ;38;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576261;168971;3064;Gornja Radgona;0; 
957;HS;11582389;40; ;40;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576291;168894;3064;Gornja Radgona;0; 
958;HS;11582397;41; ;41;16275565;10092698;11026826;21429392;10252822;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576301;169002;3064;Gornja Radgona;3064;Črešnjevci
959;HS;11589197;23; ;23;16184853;10092752;11026826;21429392;10253268;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576134;171105;3064;Gornja Radgona;3064;Črešnjevci
960;HS;11589219;24; ;24;16184853;10092752;11026826;21429392;10253225;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576149;171202;3064;Gornja Radgona;3064;Črešnjevci
961;HS;11589235;26; ;26;16184853;10092752;11026826;21429392;10253225;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576129;171220;3064;Gornja Radgona;3064;Črešnjevci
962;HS;11589243;27; ;27;16184853;10092752;11026826;21429392;10253268;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576107;171198;3064;Gornja Radgona;3064;Črešnjevci
963;HS;11589251;28; ;28;16184853;10092752;11026826;21429392;10253276;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576117;171248;3064;Gornja Radgona;3064;Črešnjevci
964;HS;11589278;30; ;30;16184853;10092752;11026826;21429392;10253276;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576105;171263;3064;Gornja Radgona;3064;Črešnjevci
965;HS;11589286;31; ;31;16184853;10092752;11026826;21429392;10253268;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576034;171270;3064;Gornja Radgona;3064;Črešnjevci
966;HS;11589294;32; ;32;16184853;10092752;11026826;21429392;10253276;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576096;171277;3064;Gornja Radgona;3064;Črešnjevci
967;HS;11589324;36; ;36;16184853;10092752;11026826;21429392;10253276;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576055;171324;3064;Gornja Radgona;3064;Črešnjevci
968;HS;11589332;38; ;38;16184853;10092752;11026826;21429392;10253276;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576045;171338;3064;Gornja Radgona;3064;Črešnjevci
969;HS;11589359;1; ;1;16184861;10092752;11026826;21429392;10253268;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576037;171025;3064;Gornja Radgona;0; 
970;HS;11589375;3; ;3;16184861;10092752;11026826;21429392;10253268;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576071;170965;3064;Gornja Radgona;3064;Črešnjevci
971;HS;11589383;4; ;4;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576078;170907;3064;Gornja Radgona;3064;Črešnjevci
972;HS;11589405;6; ;6;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576090;170887;3064;Gornja Radgona;3064;Črešnjevci
973;HS;11589421;8; ;8;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576101;170868;3064;Gornja Radgona;3064;Črešnjevci
974;HS;11589430;9; ;9;16184861;10092752;11026826;21429392;10253268;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576089;170933;3064;Gornja Radgona;3064;Črešnjevci
975;HS;11589448;10; ;10;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576095;170847;3064;Gornja Radgona;3064;Črešnjevci
976;HS;11589456;11; ;11;16184861;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576116;170911;3064;Gornja Radgona;0; 
977;HS;11589464;12; ;12;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576116;170851;3064;Gornja Radgona;3064;Črešnjevci
978;HS;11589472;13; ;13;16184861;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576133;170872;3064;Gornja Radgona;3064;Črešnjevci
979;HS;11589499;14; ;14;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576126;170834;3064;Gornja Radgona;3064;Črešnjevci
980;HS;11589502;15; ;15;16184861;10092752;11026826;21429392;10253217;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576176;170832;3064;Gornja Radgona;3064;Črešnjevci
981;HS;19135454;12;D;12D;16275875;10093007;11026826;21429392;10252954;2013-12-09 0:00:00;2013-12-09 0:00:00;V;573210;165455;0; ;0; 
982;HS;11589529;16; ;16;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576096;170826;3064;Gornja Radgona;3064;Črešnjevci
983;HS;11589545;18; ;18;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576115;170770;3064;Gornja Radgona;3064;Črešnjevci
984;HS;11589561;20; ;20;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576142;170812;3064;Gornja Radgona;3064;Črešnjevci
985;HS;11589588;22; ;22;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576151;170799;3064;Gornja Radgona;3064;Črešnjevci
986;HS;11589600;24; ;24;16184861;10092752;11026826;21429392;10252679;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576159;170790;3064;Gornja Radgona;3064;Črešnjevci
987;HS;11589634;27; ;27;16184861;10092752;11026826;21429392;10253241;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576291;170673;3064;Gornja Radgona;3064;Črešnjevci
988;HS;11605354;24;A;24A;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;572998;167149;0; ;0; 
989;HS;11605397;25; ;25;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573075;167198;0; ;0; 
990;HS;11605389;25;A;25A;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573041;167233;0; ;0; 
991;HS;11605419;26; ;26;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573030;167342;0; ;0; 
992;HS;11605427;27; ;27;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573218;166997;0; ;0; 
993;HS;11605443;28; ;28;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573362;166684;0; ;0; 
994;HS;11605486;30; ;30;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573486;166956;0; ;0; 
995;HS;11605494;31; ;31;16275875;10093007;11026826;21429392;10252954;1995-01-01 0:00:00;1995-01-01 0:00:00;V;573356;166615;0; ;0; 
996;HS;11643680;23; ;23;16276464;10093619;11026826;21429392;10252784;2014-02-27 0:00:00;2014-02-27 0:00:00;V;574896;167834;0; ;0; 
997;HS;11615988;11; ;11;16276065;10093198;11026826;21429392;10256836;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576553;166990;0; ;0; 
998;HS;11615970;11;A;11A;16276065;10093198;11026826;21429392;10256836;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576496;166985;0; ;0; 
999;HS;11615996;12; ;12;16276065;10093198;11026826;21429392;10256836;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576533;166944;0; ;0; 
1000;HS;11616003;13; ;13;16276065;10093198;11026826;21429392;10256836;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576422;166932;0; ;0; 
1001;HS;11616011;14; ;14;16276065;10093198;11026826;21429392;10256836;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576505;166752;0; ;0; 
1002;HS;11616020;15; ;15;16276065;10093198;11026826;21429392;10256836;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576474;166764;0; ;0; 
1003;HS;11616038;1; ;1;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576017;166897;0; ;0; 
1004;HS;11616046;2;A;2A;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;576016;166823;0; ;0; 
1005;HS;11616062;3; ;3;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575933;166858;0; ;0; 
1006;HS;11616097;5; ;5;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575625;166993;0; ;0; 
1007;HS;11616119;6; ;6;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575558;166987;0; ;0; 
1008;HS;11616160;10; ;10;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575315;166493;0; ;0; 
1009;HS;11616178;11; ;11;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575345;166485;0; ;0; 
1010;HS;11616186;12; ;12;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575332;166551;0; ;0; 
1011;HS;11616208;14; ;14;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575394;166886;0; ;0; 
1012;HS;11616216;15; ;15;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575368;166982;0; ;0; 
1013;HS;11616224;16; ;16;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575405;166999;0; ;0; 
1014;HS;11616259;18; ;18;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575492;167046;0; ;0; 
1015;HS;11616267;19; ;19;16276073;10093201;11026826;21429392;10252806;1995-01-01 0:00:00;1995-01-01 0:00:00;V;575547;167043;0; ;0; 
