HSMID	ULICA	LABELA	NASLOV	STALNO	ZACASNO	VODA	KAN.	SMETI	GREZNICA	CADIS
11607314	Lomanoše	42A	Lomanoše 42A	4	0	0	0	1	1	1
11607179	Lomanoše	32A	Lomanoše 32A	6	2	1	0	1	1	1
19135411	Zbigovci	13B	Zbigovci 13B	3	0	1	0	1	1	1
19135080	Orehovski Vrh	27B	Orehovski Vrh 27B	0	0	1	0	1	0	1
11606989	Lomanoše	16	Lomanoše 16	2	0	1	0	1	1	1
11605460	Lastomerci	29B	Lastomerci 29B	0	0	1	0	1	0	1
19135276	Police	21A	Police 21A	1	0	1	0	1	1	1
19135667	Črešnjevci	200A	Črešnjevci 200A	0	0	0	0	0	0	0
19135969	Hercegovščak	47A	Hercegovščak 47A	5	0	1	0	1	1	1
19135993	Police	95A	Police 95A	0	0	0	0	0	0	0
11643396	Zbigovci	3A	Zbigovci 3A	3	0	1	0	1	1	1
19135748	Hercegovščak	36B	Hercegovščak 36B	4	0	1	0	1	1	1
19136906	Spodnja Ščavnica	1A	Spodnja Ščavnica 1A	0	0	0	0	0	0	0
19135802	Police	104A	Police 104A	4	0	1	0	1	1	1
11613063	Negova	103	Negova 103	0	0	0	0	0	0	0
11613195	Negova	115	Negova 115	3	0	0	0	1	1	1
11613225	Negova	118	Negova 118	3	0	3	0	1	1	1
11613268	Negova	122	Negova 122	5	0	0	0	1	1	1
11613276	Negova	123	Negova 123	0	0	0	0	0	0	0
11613306	Negova	126	Negova 126	1	3	3	0	1	1	1
11613373	Norički Vrh	6	Norički Vrh 6	3	0	1	1	0	1	1
11614159	Očeslavci	9A	Očeslavci 9A	2	0	1	0	1	1	1
11614183	Očeslavci	10	Očeslavci 10	5	0	1	0	1	1	1
11614272	Očeslavci	17	Očeslavci 17	0	4	1	0	1	1	1
11614299	Očeslavci	18	Očeslavci 18	6	0	1	0	1	1	1
11614361	Očeslavci	24	Očeslavci 24	0	0	1	0	1	0	1
11614434	Očeslavci	31	Očeslavci 31	3	0	1	0	1	1	1
11598927	Ivanjševski Vrh	19	Ivanjševski Vrh 19	0	0	0	0	0	0	0
11598919	Ivanjševski Vrh	18	Ivanjševski Vrh 18	5	0	1	0	1	1	1
11614507	Očeslavci	37	Očeslavci 37	5	0	1	0	1	1	1
11614698	Očeslavci	49	Očeslavci 49	2	0	3	0	1	0	1
11616054	Orehovski Vrh	2	Orehovski Vrh 2	0	0	0	0	0	0	0
11616127	Orehovski Vrh	7	Orehovski Vrh 7	1	0	1	0	1	0	1
11616143	Orehovski Vrh	9A	Orehovski Vrh 9A	3	2	1	0	1	1	1
11616321	Orehovski Vrh	25	Orehovski Vrh 25	2	0	1	0	1	1	1
11616542	Orehovski Vrh	46	Orehovski Vrh 46	3	0	0	0	0	0	1
19128946	Ivanjševski Vrh	61A	Ivanjševski Vrh 61A	1	0	1	0	1	1	1
19128849	Orehovski Vrh	27A	Orehovski Vrh 27A	2	0	1	0	1	1	1
19128717	Spodnja Ščavnica	88A	Spodnja Ščavnica 88A	4	0	3	0	1	1	1
19128725	Kajuhova ulica	15	Kajuhova ulica 15	4	0	1	1	0	1	1
19128911	Zbigovci	48B	Zbigovci 48B	0	0	1	0	1	0	1
19128873	Hercegovščak	33A	Hercegovščak 33A	4	0	1	0	1	1	1
19128679	Negova	117A	Negova 117A	5	0	3	0	1	1	1
19128857	Radvenci	5A	Radvenci 5A	2	1	3	0	1	1	1
19131645	Negova	9	Negova 9	0	0	3	1	0	0	1
19138844	Radvenci	24A	Radvenci 24A	0	0	0	0	0	0	0
19119505	Očeslavci	28A	Očeslavci 28A	2	0	1	0	1	1	1
16563030	Trg svobode	15C	Trg svobode 15C	0	0	1	1	0	0	1
16563048	Trg svobode	15B	Trg svobode 15B	0	0	1	1	0	0	1
11589596	Partizanska cesta	23	Partizanska cesta 23	0	0	1	1	0	1	1
11589618	Partizanska cesta	25	Partizanska cesta 25	0	0	1	1	0	1	1
11589626	Partizanska cesta	26	Partizanska cesta 26	0	0	1	1	0	1	1
11586899	Apaška cesta	6	Apaška cesta 6	0	0	1	1	0	1	1
19131408	Ptujska Cesta	46D	Ptujska Cesta 46D	0	0	1	0	1	1	1
19133494	Norički Vrh	23A	Norički Vrh 23A	5	0	1	1	0	1	1
11643612	Zbigovci	20B	Zbigovci 20B	2	0	1	0	1	1	1
19131424	Spodnja Ščavnica	62B	Spodnja Ščavnica 62B	0	0	1	0	1	0	1
11617905	Plitvički Vrh	23	Plitvički Vrh 23	0	0	1	0	1	0	1
11636390	Spodnji Ivanjci	3E	Spodnji Ivanjci 3E	0	0	0	0	0	0	0
19131874	Police	31A	Police 31A	3	1	0	0	1	1	1
19131807	Negova	33A	Negova 33A	4	0	3	1	0	1	1
19131475	Lomanoše	12E	Lomanoše 12E	2	0	1	0	1	1	1
11643604	Zbigovci	20A	Zbigovci 20A	2	0	1	0	1	0	1
16354805	Plitvički Vrh	21A	Plitvički Vrh 21A	5	0	1	0	1	1	1
19132218	Spodnja Ščavnica	32	Spodnja Ščavnica 32	0	0	0	0	0	0	0
19131882	Ivanjševski Vrh	12A	Ivanjševski Vrh 12A	1	1	1	0	1	1	1
11635792	Spodnja Ščavnica	72	Spodnja Ščavnica 72	3	0	0	0	0	0	0
16394963	Črešnjevci	226A	Črešnjevci 226A	2	0	1	1	0	1	1
16394971	Lomanoše	9C	Lomanoše 9C	2	0	1	0	1	1	1
11643639	Zbigovci	20C	Zbigovci 20C	2	0	1	0	1	1	1
11643647	Zbigovci	20	Zbigovci 20	1	0	1	0	1	1	1
16400645	Police	16A	Police 16A	4	0	1	0	1	1	1
11617891	Plitvički Vrh	22	Plitvički Vrh 22	0	0	1	0	0	0	1
19132269	Kajuhova ulica	16	Kajuhova ulica 16	4	0	1	1	0	1	1
19120244	Partizanska cesta	36A	Partizanska cesta 36A	2	0	1	1	0	1	1
16551252	Negova	113A	Negova 113A	4	0	0	0	0	1	1
11605346	Lastomerci	23	Lastomerci 23	0	0	1	0	1	1	1
19138887	Lastomerci	25B	Lastomerci 25B	5	0	1	0	1	1	1
11589537	Partizanska cesta	17	Partizanska cesta 17	0	0	1	1	0	1	1
11589553	Partizanska cesta	19	Partizanska cesta 19	0	0	1	1	0	1	1
11636357	Spodnji Ivanjci	3A	Spodnji Ivanjci 3A	0	0	0	0	0	0	0
19135195	Zagajski Vrh	33A	Zagajski Vrh 33A	5	0	0	0	1	0	1
19136027	Spodnja Ščavnica	39A	Spodnja Ščavnica 39A	5	0	0	0	0	0	1
11643086	Zagajski Vrh	24	Zagajski Vrh 24	0	0	0	0	0	0	0
11582966	Črešnjevci	102	Črešnjevci 102	4	0	1	1	0	1	1
19135888	Lokavci	38A	Lokavci 38A	5	0	0	0	0	0	0
11638821	Stavešinski Vrh	46	Stavešinski Vrh 46	1	0	1	0	1	1	1
19137287	Kunova	14B	Kunova 14B	3	0	3	0	1	1	1
19124843	Lomanoše	14B	Lomanoše 14B	4	0	1	0	1	1	1
19122271	Spodnja Ščavnica	18C	Spodnja Ščavnica 18C	4	0	1	0	1	1	1
19124932	Spodnja Ščavnica	75A	Spodnja Ščavnica 75A	1	0	3	0	1	1	1
19137767	Stavešinci	2C	Stavešinci 2C	6	0	1	0	1	1	1
11629016	Radvenci	5	Radvenci 5	0	0	0	0	0	0	0
11616330	Orehovski Vrh	26	Orehovski Vrh 26	1	1	1	0	1	1	1
19126498	Črešnjevci	216A	Črešnjevci 216A	2	1	1	0	1	1	1
19136922	Črešnjevci	97	Črešnjevci 97	0	0	1	0	0	1	1
19137899	Spodnji Ivanjci	10A	Spodnji Ivanjci 10A	0	0	1	0	1	1	1
11598897	Ivanjševski Vrh	17	Ivanjševski Vrh 17	4	0	1	0	1	1	1
11614639	Očeslavci	45A	Očeslavci 45A	0	0	1	0	1	0	1
19137937	Trate	6A	Trate 6A	0	0	1	1	0	1	1
16391077	Rodmošci	8A	Rodmošci 8A	4	0	0	0	1	1	1
19137694	Zagajski Vrh	1D	Zagajski Vrh 1D	0	0	0	0	0	0	0
11638015	Stavešinci	2B	Stavešinci 2B	0	0	1	0	1	0	1
11583733	Črešnjevci	173	Črešnjevci 173	8	0	1	0	1	1	1
19136884	Zbigovci	24A	Zbigovci 24A	4	0	1	0	1	1	1
19135241	Negova	81A	Negova 81A	0	1	3	0	1	1	1
16400637	Črešnjevci	133A	Črešnjevci 133A	5	0	1	0	1	1	1
11635814	Spodnja Ščavnica	74A	Spodnja Ščavnica 74A	0	0	0	0	0	0	0
19136043	Mariborska cesta	27	Mariborska cesta 27	4	0	1	1	0	1	1
19125335	Lomanoše	17A	Lomanoše 17A	3	0	1	0	1	1	1
11629962	Rodmošci	13	Rodmošci 13	2	0	1	0	1	1	1
11618235	Plitvički Vrh	54	Plitvički Vrh 54	6	0	1	0	1	1	1
16354872	Zbigovci	67A	Zbigovci 67A	2	0	1	0	1	1	1
19136817	Rodmošci	7B	Rodmošci 7B	4	0	1	0	1	1	1
11638180	Stavešinci	13	Stavešinci 13	5	0	0	0	1	1	1
11584349	Črešnjevci	227	Črešnjevci 227	3	0	1	1	0	1	1
19135217	Gornji Ivanjci	11A	Gornji Ivanjci 11A	2	0	0	0	1	1	1
19135128	Ivanjševski Vrh	33A	Ivanjševski Vrh 33A	2	0	1	0	1	1	1
19124754	Orehovski Vrh	16A	Orehovski Vrh 16A	2	0	1	0	1	1	1
19124878	Ivanjševski Vrh	30A	Ivanjševski Vrh 30A	2	0	1	0	1	1	1
11586830	Apaška cesta	1	Apaška cesta 1	5	0	0	0	0	1	1
11586864	Apaška cesta	4	Apaška cesta 4	4	0	1	1	0	1	1
11586902	Apaška cesta	7	Apaška cesta 7	5	1	1	1	0	1	1
11586937	Apaška cesta	9	Apaška cesta 9	0	0	1	1	0	0	1
11586945	Apaška cesta	11	Apaška cesta 11	0	0	0	0	0	0	0
11582869	Črešnjevci	88	Črešnjevci 88	2	0	1	1	0	1	1
19138313	Orehovci	10A	Orehovci 10A	4	0	1	0	1	1	1
19138151	Trate	35	Trate 35	26	9	0	0	0	0	1
19137961	Trate	6D	Trate 6D	0	0	1	1	0	1	1
19138054	Lokavci	35A	Lokavci 35A	4	0	3	0	1	1	1
19137619	Očeslavci	27A	Očeslavci 27A	0	0	1	0	1	0	1
11636101	Spodnja Ščavnica	96	Spodnja Ščavnica 96	4	0	0	0	1	1	1
11592201	Gorkega ulica	2	Gorkega ulica 2	2	0	1	1	0	1	1
11594115	Gornji Ivanjci	5	Gornji Ivanjci 5	5	0	0	0	1	0	1
19138500	Lokavci	31B	Lokavci 31B	0	0	0	0	0	0	0
11591027	Trate	6	Trate 6	15	0	1	1	0	1	1
16343854	Podgrad	46A	Podgrad 46A	0	0	1	1	0	1	1
19138275	Radvenci	28	Radvenci 28	2	0	0	0	0	1	1
19124827	Podgrad	29A	Podgrad 29A	9	0	1	0	1	1	1
19137732	Zbigovci	14A	Zbigovci 14A	3	0	1	0	1	1	1
19138194	Ob potoku	13	Ob potoku 13	3	0	1	1	0	1	1
11606288	Lokavci	15	Lokavci 15	7	0	3	0	1	1	1
11636420	Spodnji Ivanjci	5A	Spodnji Ivanjci 5A	3	0	1	0	1	1	1
16343919	Ivanjševski Vrh	45B	Ivanjševski Vrh 45B	4	0	1	0	1	1	1
19118118	Lokavci	39A	Lokavci 39A	1	0	3	0	1	1	1
11636837	Spodnji Ivanjci	35	Spodnji Ivanjci 35	3	0	1	0	1	1	1
19137945	Trate	6B	Trate 6B	0	0	1	1	0	1	1
19138542	Ivanjševski Vrh	53B	Ivanjševski Vrh 53B	0	0	1	0	1	0	1
19138445	Aženski Vrh	20	Aženski Vrh 20	4	0	1	0	1	1	1
19131327	Podgrad	1A	Podgrad 1A	5	1	1	1	0	1	1
19137856	Hercegovščak	19F	Hercegovščak 19F	1	0	1	0	0	1	1
19135675	Lokavci	34A	Lokavci 34A	4	0	3	0	1	1	1
19138399	Ivanjševci ob Ščavnici	12	Ivanjševci ob Ščavnici 12	3	0	1	0	1	1	1
11588620	Ljutomerska cesta	14	Ljutomerska cesta 14	7	0	1	0	0	1	1
19138038	Spodnja Ščavnica	74B	Spodnja Ščavnica 74B	1	0	3	0	0	1	1
19137759	Zbigovci	14B	Zbigovci 14B	0	0	1	0	1	1	1
11622127	Ptujska Cesta	50	Ptujska Cesta 50	3	0	1	0	1	1	1
11588565	Ljutomerska cesta	8	Ljutomerska cesta 8	0	0	0	1	0	0	1
11619894	Police	5	Police 5	3	0	1	0	1	1	1
19138712	Podgrad	60	Podgrad 60	0	0	1	1	0	0	1
19138020	Lokavci	11B	Lokavci 11B	4	0	3	0	1	1	1
19137597	Očeslavci	27B	Očeslavci 27B	0	0	1	0	1	0	1
19138607	Ulica Marije Rožman	14	Ulica Marije Rožman 14	0	0	1	0	0	1	1
11614515	Očeslavci	38	Očeslavci 38	0	1	1	0	1	0	1
19138798	Očeslavci	12C	Očeslavci 12C	0	0	1	0	1	1	1
19137554	Lomanoše	44C	Lomanoše 44C	4	0	1	0	1	1	1
19137708	Očeslavci	5A	Očeslavci 5A	5	0	1	0	1	1	1
19128431	Ivanjševski Vrh	29C	Ivanjševski Vrh 29C	2	0	1	0	1	1	1
19128415	Cesta na Stadion	1	Cesta na Stadion 1	0	0	1	1	0	1	1
19128423	Trg svobode	12R	Trg svobode 12R	0	0	1	1	0	0	1
19128601	Police	16B	Police 16B	3	0	1	0	1	1	1
19120074	Črešnjevci	68A	Črešnjevci 68A	4	0	1	1	0	1	1
11629865	Rodmošci	4	Rodmošci 4	0	0	1	0	1	0	1
11582613	Črešnjevci	63	Črešnjevci 63	3	0	1	1	0	1	1
19133702	Ljutomerska cesta	32A	Ljutomerska cesta 32A	0	0	1	1	0	1	1
19132226	Spodnja Ščavnica	74F	Spodnja Ščavnica 74F	5	0	3	0	1	1	1
19132307	Črešnjevci	103A	Črešnjevci 103A	3	0	1	1	0	1	1
19119408	Črešnjevci	41A	Črešnjevci 41A	3	0	1	1	0	1	1
11582605	Črešnjevci	63A	Črešnjevci 63A	4	0	1	1	0	1	1
11582885	Črešnjevci	90	Črešnjevci 90	2	0	1	1	0	1	1
11599257	Ivanjševski Vrh	44B	Ivanjševski Vrh 44B	2	1	1	0	1	1	1
11606849	Lomanoše	9D	Lomanoše 9D	2	0	1	0	1	1	1
19134156	Rozmanova ulica	4	Rozmanova ulica 4	3	0	0	0	0	1	1
19134016	Črešnjevci	153B	Črešnjevci 153B	4	0	1	1	0	1	1
11629342	Radvenci	36	Radvenci 36	1	0	0	0	0	0	0
11582133	Črešnjevci	16	Črešnjevci 16	2	0	1	1	0	1	1
19129926	Trg svobode	16C	Trg svobode 16C	0	0	1	1	0	1	1
19130509	Orehovski Vrh	45D	Orehovski Vrh 45D	4	0	1	0	1	1	1
19131092	Ivanjševski Vrh	50A	Ivanjševski Vrh 50A	0	0	1	0	1	1	1
19131319	Lokavci	9C	Lokavci 9C	0	0	3	0	1	0	1
19131904	Mele	38A	Mele 38A	4	0	1	1	0	1	1
19132005	Črešnjevci	8A	Črešnjevci 8A	1	0	1	0	0	0	1
19133192	Plitvički Vrh	12B	Plitvički Vrh 12B	2	0	1	0	1	0	1
19133958	Spodnja Ščavnica	43C	Spodnja Ščavnica 43C	4	0	3	0	1	1	1
19134466	Stavešinski Vrh	42A	Stavešinski Vrh 42A	1	0	1	0	1	1	1
19135136	Črešnjevci	229A	Črešnjevci 229A	1	0	1	1	0	0	1
19135497	Ljutomerska cesta	55	Ljutomerska cesta 55	0	0	1	1	0	0	1
19128300	Lastomerci	10B	Lastomerci 10B	5	0	1	0	1	1	1
19128687	Police	66B	Police 66B	2	0	0	0	1	1	1
11584357	Črešnjevci	228	Črešnjevci 228	0	0	0	0	0	0	0
11584381	Črešnjevci	231	Črešnjevci 231	0	0	0	0	0	0	0
16390950	Hercegovščak	19D	Hercegovščak 19D	4	0	1	1	0	1	1
16391204	Negova	4	Negova 4	3	0	3	0	1	1	1
19135721	Ciril-Metodova cesta	10A	Ciril-Metodova cesta 10A	2	0	1	1	0	1	1
11607420	Lomanoše	47	Lomanoše 47	1	0	0	0	1	1	1
19137422	Ivanjski Vrh	21A	Ivanjski Vrh 21A	1	0	0	0	1	1	1
19125831	Mladinska ulica	11	Mladinska ulica 11	23	1	1	1	0	0	1
19125840	Mladinska ulica	13	Mladinska ulica 13	30	0	1	1	0	0	1
19125858	Mladinska ulica	15	Mladinska ulica 15	30	0	0	0	0	1	1
19125939	Mladinska ulica	4	Mladinska ulica 4	0	0	0	0	0	0	0
19125947	Lackova ulica	15A	Lackova ulica 15A	0	0	1	1	0	1	1
19131866	Očeslavci	11B	Očeslavci 11B	4	0	1	0	1	1	1
11643663	Zbigovci	22	Zbigovci 22	2	0	1	0	1	1	1
11635326	Spodnja Ščavnica	43A	Spodnja Ščavnica 43A	4	0	3	0	1	1	1
19125602	Plitvički Vrh	54A	Plitvički Vrh 54A	4	0	0	0	1	1	1
11612237	Negova	24	Negova 24	0	0	3	1	0	0	1
19125688	Lomanoše	13A	Lomanoše 13A	3	0	1	0	1	1	1
19125734	Radvenci	33A	Radvenci 33A	4	0	3	0	1	1	1
19137953	Trate	6C	Trate 6C	2	0	1	1	0	1	1
11614493	Očeslavci	36	Očeslavci 36	2	0	1	0	1	1	1
19138704	Ob potoku	14	Ob potoku 14	4	0	1	1	0	1	1
19125661	Police	93A	Police 93A	3	0	1	0	1	1	1
19138046	Ivanjševski Vrh	60B	Ivanjševski Vrh 60B	0	0	1	0	1	0	1
19138771	Lastomerci	10	Lastomerci 10	0	0	1	0	1	0	1
19137660	Lomanoše	4A	Lomanoše 4A	1	0	1	0	1	1	1
11606822	Lomanoše	9B	Lomanoše 9B	4	0	1	0	1	1	1
11606814	Lomanoše	9A	Lomanoše 9A	3	0	1	0	1	1	1
16343820	Zagajski Vrh	1B	Zagajski Vrh 1B	5	1	3	0	1	1	1
16343897	Kocljeva ulica	6	Kocljeva ulica 6	2	0	1	1	0	1	1
19134601	Kajuhova ulica	7	Kajuhova ulica 7	4	0	1	1	0	1	1
19138747	Lastomerci	20B	Lastomerci 20B	0	0	1	0	1	1	1
19134784	Črešnjevci	2C	Črešnjevci 2C	4	0	1	1	0	1	1
19134334	Očeslavci	41D	Očeslavci 41D	0	0	1	0	1	1	1
19134644	Spodnja Ščavnica	61A	Spodnja Ščavnica 61A	4	0	1	0	1	1	1
19138801	Police	129A	Police 129A	1	0	1	0	1	0	1
11583687	Črešnjevci	167	Črešnjevci 167	3	0	1	1	0	1	1
19130258	Lokavci	24A	Lokavci 24A	2	0	3	0	1	1	1
19138755	Ob potoku	3	Ob potoku 3	0	0	1	1	0	0	1
19128806	Kunova	14A	Kunova 14A	3	0	3	0	1	1	1
19128890	Spodnja Ščavnica	20B	Spodnja Ščavnica 20B	0	0	0	0	0	0	0
19128733	Police	81A	Police 81A	2	0	1	0	1	1	1
19128768	Hercegovščak	44B	Hercegovščak 44B	4	0	1	0	1	1	1
19128750	Ljutomerska cesta	29C	Ljutomerska cesta 29C	0	0	1	0	0	1	1
16171450	Lomanoše	11B	Lomanoše 11B	3	0	1	0	1	1	1
16171476	Cankarjeva cesta	16	Cankarjeva cesta 16	4	0	1	0	0	1	1
16171492	Orehovski Vrh	48	Orehovski Vrh 48	6	1	1	0	1	1	1
19130134	Ljutomerska cesta	34E	Ljutomerska cesta 34E	0	0	1	1	0	0	1
19130649	Radvenci	25	Radvenci 25	1	0	3	0	1	0	1
19127770	Trate	20	Trate 20	1	0	1	0	1	1	1
11590683	Simoničev breg	30	Simoničev breg 30	2	0	1	0	0	1	1
19122280	Hercegovščak	21A	Hercegovščak 21A	2	0	0	0	1	1	1
19126099	Spodnja Ščavnica	20A	Spodnja Ščavnica 20A	3	0	3	0	1	1	1
19137376	Aženski Vrh	2A	Aženski Vrh 2A	3	0	0	0	0	0	0
19127966	Ljutomerska cesta	28B	Ljutomerska cesta 28B	0	0	1	1	0	1	1
19137481	Trate	37	Trate 37	27	6	0	0	0	0	1
19122301	Črešnjevci	136	Črešnjevci 136	5	0	1	0	1	1	1
19122255	Spodnja Ščavnica	21C	Spodnja Ščavnica 21C	2	0	0	0	0	0	0
19130983	Cankarjeva cesta	26	Cankarjeva cesta 26	2	0	1	0	0	1	1
19119947	Spodnja Ščavnica	78A	Spodnja Ščavnica 78A	8	0	3	0	1	1	1
19119823	Orehovci	1A	Orehovci 1A	3	0	1	0	1	1	1
11588077	Kerenčičeva ulica	12	Kerenčičeva ulica 12	0	0	1	1	0	1	1
19131254	Mele	20E	Mele 20E	5	0	1	1	0	1	1
19131289	Hercegovščak	19E	Hercegovščak 19E	3	0	1	1	0	1	1
11588093	Kerenčičeva ulica	14	Kerenčičeva ulica 14	0	0	1	1	0	0	1
19131262	Lokavci	22A	Lokavci 22A	4	0	3	0	1	1	1
11588000	Kerenčičeva ulica	6	Kerenčičeva ulica 6	6	4	1	1	0	1	1
11588042	Kerenčičeva ulica	10	Kerenčičeva ulica 10	4	0	1	1	0	1	1
11588115	Kerenčičeva ulica	16	Kerenčičeva ulica 16	7	0	1	0	0	1	1
19130355	Ivanjševski Vrh	28A	Ivanjševski Vrh 28A	0	0	0	0	0	0	0
19130797	Zagajski Vrh	1C	Zagajski Vrh 1C	3	0	3	0	1	1	1
19130533	Norički Vrh	7A	Norički Vrh 7A	0	0	1	1	0	1	1
19130851	Orehovski Vrh	4A	Orehovski Vrh 4A	1	0	1	0	1	1	1
19130886	Spodnja Ščavnica	21D	Spodnja Ščavnica 21D	4	0	3	0	1	1	1
19131173	Črešnjevci	2A	Črešnjevci 2A	5	0	1	1	0	1	1
19131599	Negova	7B	Negova 7B	0	0	0	0	0	0	0
11618375	Plitvički Vrh	68	Plitvički Vrh 68	5	0	1	0	1	1	1
11638198	Stavešinci	14	Stavešinci 14	5	0	1	0	1	1	1
19135977	Mele	18B	Mele 18B	4	0	1	1	0	1	1
11596207	Hercegovščak	29	Hercegovščak 29	2	0	1	0	1	1	1
11604455	Kunova	34	Kunova 34	4	0	3	0	1	0	1
19131521	Police	123A	Police 123A	2	0	1	0	1	1	1
11635369	Spodnja Ščavnica	44A	Spodnja Ščavnica 44A	3	0	0	0	1	1	1
11598862	Ivanjševski Vrh	15	Ivanjševski Vrh 15	0	0	0	0	0	0	0
19133982	Črešnjevci	2B	Črešnjevci 2B	3	0	1	1	0	1	1
19129519	Negova	29	Negova 29	4	0	3	1	0	1	1
19129969	Ljutomerska cesta	16	Ljutomerska cesta 16	0	0	1	1	1	1	1
11609627	Mele	22	Mele 22	0	0	1	0	0	0	1
11609635	Mele	23	Mele 23	0	0	0	0	0	0	0
11609643	Mele	24	Mele 24	1	0	1	1	0	1	1
11609651	Mele	25	Mele 25	5	0	1	1	0	1	1
11609660	Mele	26	Mele 26	3	0	1	1	0	1	1
11609678	Mele	27A	Mele 27A	1	0	0	0	0	1	1
11609694	Mele	28	Mele 28	0	0	1	0	0	0	1
11609716	Mele	30A	Mele 30A	3	0	1	1	0	1	1
19122166	Mele	35A	Mele 35A	2	0	1	1	0	1	1
19129624	Zbigovci	13A	Zbigovci 13A	4	0	1	0	1	1	1
19129136	Radvenci	6A	Radvenci 6A	0	0	3	0	1	0	1
19129675	Negova	38A	Negova 38A	4	0	3	1	0	1	1
19117952	Strma ulica	11	Strma ulica 11	3	0	1	1	0	1	1
19118282	Hercegovščak	37A	Hercegovščak 37A	4	0	1	0	1	1	1
19129705	Šlebingerjev breg	11A	Šlebingerjev breg 11A	9	0	1	1	0	0	1
19129985	Ivanjševski Vrh	41B	Ivanjševski Vrh 41B	0	0	1	0	1	1	1
16390976	Trg svobode	16	Trg svobode 16	0	0	1	1	0	1	1
19130029	Spodnja Ščavnica	19C	Spodnja Ščavnica 19C	4	0	3	0	1	1	1
19129918	Trg svobode	16A	Trg svobode 16A	0	0	1	1	0	0	1
16403806	Trg svobode	16B	Trg svobode 16B	0	0	1	1	0	1	1
19129659	Očeslavci	11A	Očeslavci 11A	0	0	1	0	1	0	1
11598447	Ivanjski Vrh	19	Ivanjski Vrh 19	1	0	0	0	1	1	1
19129900	Spodnji Ivanjci	6A	Spodnji Ivanjci 6A	0	2	1	0	1	0	1
19137414	Mele	3A	Mele 3A	0	0	1	0	0	0	1
19129071	Norički Vrh	18B	Norički Vrh 18B	4	0	1	1	0	1	1
19136949	Spodnji Ivanjci	6B	Spodnji Ivanjci 6B	0	0	1	0	1	0	1
11635261	Spodnja Ščavnica	38	Spodnja Ščavnica 38	9	13	3	0	0	0	1
11636373	Spodnji Ivanjci	3C	Spodnji Ivanjci 3C	5	0	0	0	1	1	1
19135519	Police	48A	Police 48A	3	0	1	0	1	1	1
19135004	Plitvički Vrh	17A	Plitvički Vrh 17A	2	1	1	0	1	1	1
11605362	Lastomerci	24	Lastomerci 24	3	0	1	0	1	1	1
11583784	Črešnjevci	178	Črešnjevci 178	2	0	0	0	1	1	1
11609350	Mele	6	Mele 6	1	0	1	1	0	1	1
11642977	Zagajski Vrh	16	Zagajski Vrh 16	3	0	3	0	0	0	1
11629105	Radvenci	14	Radvenci 14	4	0	3	0	1	1	1
11584144	Črešnjevci	210	Črešnjevci 210	4	0	0	1	0	1	1
19129128	Rodmošci	11A	Rodmošci 11A	1	0	1	0	1	1	1
19128652	Radvenci	7	Radvenci 7	2	0	3	0	1	1	1
11596339	Hercegovščak	39	Hercegovščak 39	3	0	0	0	1	1	1
19136337	Cesta na Stadion	6	Cesta na Stadion 6	0	0	1	1	0	0	1
19125068	Negova	6A	Negova 6A	3	0	0	0	1	1	1
19125181	Črešnjevci	156A	Črešnjevci 156A	6	0	1	1	0	1	1
19125203	Spodnja Ščavnica	34A	Spodnja Ščavnica 34A	2	0	3	0	1	1	1
19124746	Trg svobode	19	Trg svobode 19	0	0	1	1	0	0	1
19124738	Trg svobode	18	Trg svobode 18	0	0	0	0	0	1	1
19125386	Črešnjevci	28A	Črešnjevci 28A	2	0	1	1	0	1	1
11605451	Lastomerci	29A	Lastomerci 29A	0	0	1	0	1	0	1
19119882	Zbigovci	60	Zbigovci 60	0	0	0	0	0	0	0
19122140	Lomanoše	27A	Lomanoše 27A	3	0	1	0	1	1	1
19135616	Orehovski Vrh	36A	Orehovski Vrh 36A	0	0	1	0	1	0	1
19125866	Kocljeva ulica	15	Kocljeva ulica 15	18	5	1	1	0	0	1
19125882	Kocljeva ulica	19	Kocljeva ulica 19	24	0	1	1	0	0	1
19126277	Lastomerci	32	Lastomerci 32	2	0	1	0	1	1	1
16551287	Trg svobode	20	Trg svobode 20	0	0	0	0	0	0	0
19126056	Police	126A	Police 126A	3	0	1	0	1	1	1
11605281	Lastomerci	18A	Lastomerci 18A	0	0	0	0	0	0	0
11605206	Lastomerci	12	Lastomerci 12	5	0	1	0	1	1	1
19135691	Ivanjševski Vrh	8B	Ivanjševski Vrh 8B	0	0	1	0	1	0	1
19135705	Norički Vrh	19A	Norički Vrh 19A	3	0	1	1	0	0	1
11594255	Gornji Ivanjci	16	Gornji Ivanjci 16	3	0	0	0	1	1	1
11635229	Spodnja Ščavnica	36A	Spodnja Ščavnica 36A	4	1	3	0	1	1	1
19125076	Apaška cesta	1A	Apaška cesta 1A	7	0	1	0	0	0	1
19133966	Zagajski Vrh	44A	Zagajski Vrh 44A	5	0	3	0	1	1	1
11590314	Prešernova cesta	19	Prešernova cesta 19	2	0	1	1	0	1	1
11628958	Radvenci	2A	Radvenci 2A	1	0	0	0	0	0	0
11620825	Police	89	Police 89	8	0	1	0	1	1	1
19135594	Police	93B	Police 93B	2	0	1	0	1	0	1
11616534	Orehovski Vrh	45	Orehovski Vrh 45	2	0	0	0	1	1	1
19136825	Očeslavci	42C	Očeslavci 42C	1	0	1	0	1	1	1
